Name,Link,Ingredients_x,Main Spirit,Flavor,Rating,Ratings Count,Ingredients_y,Color,Occasion,Description,orange,cranberry,pineapple,citrus,bitters,fresh,herb,cinnamon,Cinnamon,Mint,Lime
Bourbon Butter Pecan Milkshake,https://www.thecocktailproject.com/drink-recipes/bourbon-butter-pecan-milkshake,"Maker's Mark Bourbon, Butter Pecan Ice Cream, Maker's Mark Bourbon, Butter Pecan Ice Cream, Milk, Toasted Pecans, Vanilla Bean, Scraped, Seeds Only, Maple Syrup",Bourbon,Frozen,3,47,"Maker's Mark Bourbon, Butter Pecan Ice Cream, Milk, Toasted Pecans, Vanilla Bean, Scraped, Seeds Only, Maple Syrup",,"['birthday', 'fall', 'summer']",,NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Snow Cap,https://www.thecocktailproject.com/drink-recipes/snow-cap,"Maker's Mark Bourbon, Sugar, Powdered, Maker's Mark Bourbon, Sugar, Powdered, Heavy Cream, JDK & Sons???????????????? O3 Premium Orange Liqueur, Nutmeg, Orange Twist",Bourbon,Sweet,3,46,"Maker's Mark Bourbon, Sugar, Powdered, Heavy Cream, JDK & Sons???????????????????????? O3 Premium Orange Liqueur, Nutmeg, Orange Twist",,"['christmas', 'holiday', 'winter']",,NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Apples and Bourbon,https://www.thecocktailproject.com/drink-recipes/apples-and-bourbon,"Maker's Mark Bourbon, Aperol Aperitif, Maker's Mark Bourbon, Aperol Aperitif, Lemon Juice, Thyme Honey, Maple Bitters, Apples, Thyme Sprig, Easy Ice Tips",Bourbon,Sweet,3,29,"Maker's Mark Bourbon, Aperol Aperitif, Lemon Juice, Thyme Honey, Maple Bitters, Apples, Thyme Sprig, Easy Ice Tips",['red'],"['fall', 'holiday', 'thanksgiving']",,NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Apricot Sage Bourbon Cocktail,https://www.thecocktailproject.com/drink-recipes/apricot-sage-bourbon-cocktail,"Maker's Mark Bourbon, Lemon Juice, Maker's Mark Bourbon, Lemon Juice, Apricot Jam, Sage Leaves, Soda Water",Bourbon,Sweet,3,31,"Maker's Mark Bourbon, Lemon Juice, Apricot Jam, Sage Leaves, Soda Water",['brown'],"['spring', 'summer']",,NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Bourbon Tarragon Cooler,https://www.thecocktailproject.com/drink-recipes/bourbon-tarragon-cooler,"Maker's Mark Bourbon, Lime Juice, Maker's Mark Bourbon, Lime Juice, Agave Syrup, Salt, Ice, Tarragon",Bourbon,Spicy,3,37,"Maker's Mark Bourbon, Lime Juice, Agave Syrup, Salt, Ice, Tarragon",['green'],['summer'],,NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
Fancy Bourbon Punch,https://www.thecocktailproject.com/drink-recipes/fancy-bourbon-punch,"Maker's Mark Bourbon, Sugar, Granulated, Maker's Mark Bourbon, Sugar, Granulated, Lemon, Orange, Tea, Champagne, Nutmeg",Bourbon,Sweet,3,53,"Maker's Mark Bourbon, Sugar, Granulated, Lemon, Orange, Tea, Champagne, Nutmeg",['brown'],"['bbq', 'birthday', 'ladies-night', 'brunch', 'christmas', 'fall', 'thanksgiving', 'winter']","If you need a party punch cocktail, this is the perfect recipe! This Fancy Bourbon Punch brings together the tangy taste of lemons and oranges with fresh nutmeg and the fizziness of your favorite bubbly for a concoction that's sure to please all of your guests. Serve it at brunches, bridal showers and other special occasions.",NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
La Mela,https://www.thecocktailproject.com/drink-recipes/la-mela,"Maker's Mark Bourbon, St Elizabeth Allspice Dram, Maker's Mark Bourbon, St Elizabeth Allspice Dram, DeKuyper Amaretto Liqueur, Rosemary Apple Cider, Rosemary Cider Maple Syrup Mix, Rosemary Sprigs",Bourbon,Sweet,3,37,"Maker's Mark Bourbon, St Elizabeth Allspice Dram, DeKuyper Amaretto Liqueur, Rosemary Apple Cider, Rosemary Cider Maple Syrup Mix, Rosemary Sprigs",['brown'],"['fall', 'holiday', 'thanksgiving']",,NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Summer Mash Up,https://www.thecocktailproject.com/drink-recipes/summer-mash-up,"Maker's Mark Bourbon, DeKuyper Triple Sec Liqueur, Maker's Mark Bourbon, DeKuyper Triple Sec Liqueur, Orange Juice, Pineapple Juice, Grenadine, Pineapple Wedge, Maraschino Cherries",Bourbon,Sweet,3,35,"Maker's Mark Bourbon, DeKuyper Triple Sec Liqueur, Orange Juice, Pineapple Juice, Grenadine, Pineapple Wedge, Maraschino Cherries",['red'],"['bbq', 'summer', 'tropical']",,orange,NA,pineapple,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Old Fashioned,https://www.thecocktailproject.com/drink-recipes/old-fashioned,"Maker's Mark Bourbon, Water, Maker's Mark Bourbon, Water, Bitters, Sugar, Cherry, Variations of the Classic Martini",Bourbon,Sweet,3,96,"Maker's Mark Bourbon, Water, Bitters, Sugar, Cherry, Variations of the Classic Martini",['brown'],"['bbq', 'fall', 'thanksgiving']","Straightforward and timeless, an Old Fashioned cocktail never goes out of style. A simple combination of Maker?Â?s Mark?? Bourbon, bitters, sugar and a splash of water - just garnish your masterpiece with an orange slice and a cherry on top - and you've got the perfect drink. Serve it on poker night, game day, or enjoy as a perfect after-work drink.",NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
The Chee Chee,https://www.thecocktailproject.com/drink-recipes/chee-chee,"Maker's Mark Bourbon, Blood Orange, Slice, Maker's Mark Bourbon, Blood Orange, Slice, Amarena Cherry, Marsala, Dry, Averna Amaro",Bourbon,Sweet,3,50,"Maker's Mark Bourbon, Blood Orange, Slice, Amarena Cherry, Marsala, Dry, Averna Amaro",['brown'],"['bbq', 'fall', 'thanksgiving']",,NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
The Fiscal Agent,https://www.thecocktailproject.com/drink-recipes/fiscal-agent,"Maker's Mark Bourbon, Green Chartreuse Liqueur, Maker's Mark Bourbon, Green Chartreuse Liqueur, Maraschino Liqueur, Orange Zest And Orange Peel, Burnt",Bourbon,Sweet,3,54,"Maker's Mark Bourbon, Green Chartreuse Liqueur, Maraschino Liqueur, Orange Zest And Orange Peel, Burnt",['brown'],['fall'],,NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
The Unnecessary Noise,https://www.thecocktailproject.com/drink-recipes/unnecessary-noise,"Maker's Mark Bourbon, Aperol Aperitif, Maker's Mark Bourbon, Aperol Aperitif, Absinthe, Rhubarb Bitters, Orange Zest",Bourbon,Sweet,3,34,"Maker's Mark Bourbon, Aperol Aperitif, Absinthe, Rhubarb Bitters, Orange Zest",['red'],"['bbq', 'fall', 'thanksgiving']",,NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Kentucky Coffee,https://www.thecocktailproject.com/drink-recipes/kentucky-coffee,"Maker's Mark Bourbon, Irish Cream, Maker's Mark Bourbon, Irish Cream, DeKuyper Hazelnut Schnapps Liqueur, Hot Coffee, Whipped Cream",Bourbon,Hot,3,60,"Maker's Mark Bourbon, Irish Cream, DeKuyper Hazelnut Schnapps Liqueur, Hot Coffee, Whipped Cream",['brown'],"['fall', 'holiday', 'winter']","Whip up this Irish coffee recipe to give your coffee a little extra oomph. Aromatic from the start, this bourbon coffee is only enhanced by the full flavor of Maker?Â?s Mark??. A hint of hazelnut liqueur adds a sweet and nutty note. Garnish it with extra whipped cream for a decadent drink that is perfect on a chilly day.",NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Yuzu Toddy,https://www.thecocktailproject.com/drink-recipes/yuzu-toddy,"Maker's Mark Bourbon, Yuzu Honey, Maker's Mark Bourbon, Yuzu Honey, Yuzu Juice, Hot Water, Easy Ice Tips",Bourbon,Hot,3,28,"Maker's Mark Bourbon, Yuzu Honey, Yuzu Juice, Hot Water, Easy Ice Tips",['brown'],"['fall', 'holiday', 'thanksgiving', 'winter']",,NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Bourbon Ball,https://www.thecocktailproject.com/drink-recipes/bourbon-ball,"Maker's Mark Bourbon, DeKuyper Creme de Cocoa White Liqueur, Maker's Mark Bourbon, DeKuyper Creme de Cocoa White Liqueur, DeKuyper Hazelnut Schnapps Liqueur, Heavy Cream, Whipped Cream",Bourbon,Sweet,3,92,"Maker's Mark Bourbon, DeKuyper Creme de Cocoa White Liqueur, DeKuyper Hazelnut Schnapps Liqueur, Heavy Cream, Whipped Cream",,"['birthday', 'birthday', 'holiday', 'winter']","Forget dessert! This bourbon ball drink is the perfect indulgence, sure to satisfy any sweet tooth. Creamy chocolate and hazelnut flavors take center stage in this rich bourbon cocktail. Top it off with whipped cream and real chocolate shavings for a treat that's perfect for sharing with friends or enjoying all by yourself.",NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Citrus Basil Manhattan,https://www.thecocktailproject.com/drink-recipes/citrus-basil-manhattan,"Maker's Mark Bourbon, Lemon Juice, Maker's Mark Bourbon, Lemon Juice, Simple Syrup, Basil Leaves, Bitters, Lemon Twist",Bourbon,Sweet,3,57,"Maker's Mark Bourbon, Lemon Juice, Simple Syrup, Basil Leaves, Bitters, Lemon Twist",['brown'],"['fall', 'spring', 'wedding']",,NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Dram Sour,https://www.thecocktailproject.com/drink-recipes/dram-sour,"Maker's Mark Bourbon, Lemon Juice, Maker's Mark Bourbon, Lemon Juice, Bitters, Egg Whites, Powdered, Lemon Peel",Bourbon,Sour,3,21,"Maker's Mark Bourbon, Lemon Juice, Bitters, Egg Whites, Powdered, Lemon Peel",['brown'],"['fall', 'holiday']",,NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Le Provocateur,https://www.thecocktailproject.com/drink-recipes/le-provocateur,"Maker's Mark Bourbon, DeKuyper Peachtree Schnapps Liqueur, Maker's Mark Bourbon, DeKuyper Peachtree Schnapps Liqueur, Lime Juice, Bitters, Pear, Sliced",Bourbon,Sweet,3,33,"Maker's Mark Bourbon, DeKuyper Peachtree Schnapps Liqueur, Lime Juice, Bitters, Pear, Sliced",['orange'],"['birthday', 'ladies-night', 'new-years']",,NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
Oh Henry,https://www.thecocktailproject.com/drink-recipes/oh-henry,"Maker's Mark Bourbon, Ginger Ale, Maker's Mark Bourbon, Ginger Ale, Lemon Rind",Bourbon,Sweet,3,28,"Maker's Mark Bourbon, Ginger Ale, Lemon Rind",['brown'],"['bbq', 'fall', 'winter']",,NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
The Samuels,https://www.thecocktailproject.com/drink-recipes/the-samuels,"Maker's Mark Bourbon, DeKuyper Amaretto Liqueur, Maker's Mark Bourbon, DeKuyper Amaretto Liqueur, Cranberry Juice, Lemon Juice, Orange Zest, Flamed Oils, Fresh Ingredient Enhancements",Bourbon,Sweet,3,32,"Maker's Mark Bourbon, DeKuyper Amaretto Liqueur, Cranberry Juice, Lemon Juice, Orange Zest, Flamed Oils, Fresh Ingredient Enhancements",['red'],"['birthday', 'ladies-night', 'fall', 'thanksgiving']","Aptly named after the family who created Maker?Â?s Mark??, this bourbon and amaretto drink has big shoes to fill - and it doesn't disappoint. Smooth bourbon combines with the nutty taste of Amaretto, plus fruity cranberry juice, fresh lemon and orange zest for a magnificent blend of tastes that you're sure to savor.",NA,cranberry,NA,NA,NA,fresh,NA,NA,nocinnamon,nomint,nolime
After Midnight in Kentucky,https://www.thecocktailproject.com/drink-recipes/after-midnight-in-kentucky,"Maker's Mark Bourbon, Blackberries, Maker's Mark Bourbon, Blackberries, DeKuyper Razzmatazz Schnapps Liqueur, Ginger Ale, Secrets of Citrus",Bourbon,Sweet,3,35,"Maker's Mark Bourbon, Blackberries, DeKuyper Razzmatazz Schnapps Liqueur, Ginger Ale, Secrets of Citrus",['red'],"['birthday', 'ladies-night']",,NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Spaghetti Western,https://www.thecocktailproject.com/drink-recipes/spaghetti-western,"Maker's Mark Bourbon, Campari, Maker's Mark Bourbon, Campari, Lemon Juice, Simple Syrup, Salt, Tecate Beer, Cherry Tomatoes, Sweet, Lemon Peel",Beer,Sweet,3,30,"Maker's Mark Bourbon, Campari, Lemon Juice, Simple Syrup, Salt, Tecate Beer, Cherry Tomatoes, Sweet, Lemon Peel",['red'],['birthday'],,NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Strawberry Julep,https://www.thecocktailproject.com/drink-recipes/strawberry-julep,"Maker's Mark Bourbon, Strawberries, Maker's Mark Bourbon, Strawberries, Simple Syrup, Mint, Fresh, Lemon Juice, Strawberries, Ice",Bourbon,Sweet,3,44,"Maker's Mark Bourbon, Strawberries, Simple Syrup, Mint, Fresh, Lemon Juice, Strawberries, Ice",['pink'],"['birthday', 'ladies-night', 'spring', 'summer']",,NA,NA,NA,NA,NA,fresh,NA,NA,nocinnamon,mint,nolime
Whisky Smash,https://www.thecocktailproject.com/drink-recipes/whisky-smash,"Maker's Mark Bourbon, Mint, Fresh, Maker's Mark Bourbon, Mint, Fresh, Lemon, Simple Syrup, Mint, Fresh, Lemon Wheel",Bourbon,Sour,3,42,"Maker's Mark Bourbon, Mint, Fresh, Lemon, Simple Syrup, Mint, Fresh, Lemon Wheel",['brown'],['fall'],"Take a classic sour drink and add a touch of mint - and you have the refreshingly sweet Whiskey Smash. The recipe includes smooth Maker?Â?s Mark?? Bourbon, simple syrup, plus fresh mint leaves and lemon. Serve up the always-popular bourbon smash with party appetizers, a spicy meal or a fried chicken picnic for the perfect pairing.",NA,NA,NA,NA,NA,fresh,NA,NA,nocinnamon,mint,nolime
Bellini Manhattan,https://www.thecocktailproject.com/drink-recipes/bellini-manhattan,"Maker's Mark Bourbon, Peach Puree, Maker's Mark Bourbon, Peach Puree, Vermouth, Sweet, Orange Bitters, Brut Champagne, Cherries",Bourbon,Sweet,3,41,"Maker's Mark Bourbon, Peach Puree, Vermouth, Sweet, Orange Bitters, Brut Champagne, Cherries",,"['birthday', 'ladies-night', 'holiday', 'new-years', 'valentines-day', 'wedding']","Nothing is as authentically Southern as bourbon and fresh peaches! This Bellini Manhattan recipe combines the best of both. Bourbon and sweet vermouth mix with peaches, cherries and a splash of champagne for a fizzy, refreshing bourbon cocktail you can enjoy on your own or with friends.",NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Peach Lemonade Spritzer,https://www.thecocktailproject.com/drink-recipes/peach-lemonade-spritzer,"DeKuyper Peachtree Schnapps, Lemonade, DeKuyper Peachtree Schnapps, Lemonade, Soda Water, Lemon Twist",Cordials,Sweet,3,35,"DeKuyper Peachtree Schnapps, Lemonade, Soda Water, Lemon Twist",['yellow'],"['bbq', 'birthday', 'ladies-night', 'summer', 'wedding']",The ultimate summer cocktail is here! The Peach Lemonade Spritzer combines DeKuyper?? Peachtree?? Schnapps with soda water and a fresh lemonade twist for a fast and fresh cocktail you can enjoy with friends poolside or on the back deck.,NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Fuzzy Beam,https://www.thecocktailproject.com/drink-recipes/fuzzy-beam,"DeKuyper Peachtree Schnapps Liqueur, Jim Beam Original, DeKuyper Peachtree Schnapps Liqueur, Jim Beam Original, Orange Juice, Lemon",Bourbon,Sweet,3,76,"DeKuyper Peachtree Schnapps Liqueur, Jim Beam Original, Orange Juice, Lemon",['orange'],"['brunch', 'summer']","Sunny and refreshing, the Fuzzy Beam is the perfect drink for brunches, lunches or just relaxing with friends. This delightful cocktail is a blend of Jim Beam?? Bourbon and DeKuyper?? Peachtree?? Schnapps plus the fresh taste of orange juice. This simple whiskey drink is easy to make and is the ultimate summertime indulgence.",orange,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Jim Beam Lemonade,https://www.thecocktailproject.com/drink-recipes/jim-beam-lemonade,"Jim Beam Original, Lemonade, Jim Beam Original, Lemonade",Whiskey,Sweet,3,91,"Jim Beam Original, Lemonade",['yellow'],"['bbq', 'birthday', 'ladies-night', 'summer']","Fresh and light with just the right amount of 'pucker', Jim Beam?? Lemonade is a simple whiskey cocktail that only requires two main ingredients: Jim Beam?? Bourbon Whiskey and lemonade. You can whip up this cocktail in a flash, making it the perfect summertime treat for pool parties, backyard barbecues, or just kicking back on the deck.",NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Midori Orange and Sparkling,https://www.thecocktailproject.com/drink-recipes/midori-orange-and-sparkling,"Midori Melon Liqueur, Orange Juice, Midori Melon Liqueur, Orange Juice, Wine, Sparkling, Orange Peel, Better With Bitters",Champagne,Fruity,3,35,"Midori Melon Liqueur, Orange Juice, Wine, Sparkling, Orange Peel, Better With Bitters",['green'],"['new-years', 'spring', 'summer']",,orange,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Blue Hawaii,https://www.thecocktailproject.com/drink-recipes/blue-hawaii,"DeKuyper Blue Curacao Liqueur, Pinnacle Original Vodka, DeKuyper Blue Curacao Liqueur, Pinnacle Original Vodka, Pineapple Juice, Sour Mix, Pineapple Wedge",Cordials,Fruity,3,51,"DeKuyper Blue Curacao Liqueur, Pinnacle Original Vodka, Pineapple Juice, Sour Mix, Pineapple Wedge",,"['bbq', 'tropical']","Pretty as the sky on a clear summer day, this Blue Curacao drink brings a taste of the islands to any occasion. A combination of DeKuyper?? Blue Curacao Liqueur, smooth Pinnacle?? Original Vodka, fresh pineapple and lemon juice, and simple syrup is all you need to create a cool, refreshingly blue cocktail that's perfect for summer barbecues, pool parties or just relaxing in the sun.",NA,NA,pineapple,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Home Team Mojito,https://www.thecocktailproject.com/drink-recipes/home-team-mojito,"DeKuyper Pucker Sour Apple Schnapps, Cruzan Aged Light Rum, DeKuyper Pucker Sour Apple Schnapps, Cruzan Aged Light Rum, Simple Syrup, Lime Juice, Soda Water, Mint, Fresh, Carbonated Water",Cordials,Sweet,3,41,"DeKuyper Pucker Sour Apple Schnapps, Cruzan Aged Light Rum, Simple Syrup, Lime Juice, Soda Water, Mint, Fresh, Carbonated Water",['clear'],['spring'],,NA,NA,NA,citrus,NA,fresh,NA,NA,nocinnamon,mint,lime
Apple Cider Float,https://www.thecocktailproject.com/drink-recipes/apple-cider-float,"DeKuyper Pucker Sour Apple Schnapps, Jim Beam Original, DeKuyper Pucker Sour Apple Schnapps, Jim Beam Original, Apple Cider, Cinnamon, Ground, Vanilla Ice Cream, Cinnamon Stick",Bourbon,Sweet,3,33,"DeKuyper Pucker Sour Apple Schnapps, Jim Beam Original, Apple Cider, Cinnamon, Ground, Vanilla Ice Cream, Cinnamon Stick",['orange'],"['birthday', 'fall', 'thanksgiving']","Skip the pie ?? la mode and celebrate all autumn has to offer with a sweet and aromatic apple cider float. Tart DeKuyper?? Pucker?? Sour Apple Schnapps is balanced out by smooth Jim Beam?? bourbon. Cinnamon, apple cider and rich vanilla ice cream finish this fall cocktail off for a frothy treat that?Â?s better than dessert.",NA,NA,NA,NA,NA,NA,NA,cinnamon,cinnamon,nomint,nolime
Christmas Mint Kiss,https://www.thecocktailproject.com/drink-recipes/christmas-mint-kiss,"DeKuyper Peppermint Schnapps, Hot Chocolate, DeKuyper Peppermint Schnapps, Hot Chocolate, Whipped Cream",Cordials,Hot,3,12,"DeKuyper Peppermint Schnapps, Hot Chocolate, Whipped Cream",['brown'],"['christmas', 'holiday', 'winter']",,NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,mint,nolime
Purple Haze Martini,https://www.thecocktailproject.com/drink-recipes/purple-haze-martini,"DeKuyper Pucker Grape Schnapps, Pinnacle Original Vodka, DeKuyper Pucker Grape Schnapps, Pinnacle Original Vodka, Sour Mix, Lemon-Lime Soda, Grenadine",Cordials,Sour,3,57,"DeKuyper Pucker Grape Schnapps, Pinnacle Original Vodka, Sour Mix, Lemon-Lime Soda, Grenadine",,"['birthday', 'halloween']","Named after a legendary song, by a legendary musician, this tart and tasty purple haze drink is a showstopper. A delightful mix of grape Schnapps, smooth vodka, lemon-lime soda and sour mix, it?Â?s the perfect balance of sweet and zesty. Great for a themed party or drinks with friends, add this grape martini to your menu.",NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
Sauza Peach Margarita,https://www.thecocktailproject.com/drink-recipes/sauza-peach-margarita,"DeKuyper Peachtree Schnapps Liqueur, DeKuyper Triple Sec Liqueur, DeKuyper Peachtree Schnapps Liqueur, DeKuyper Triple Sec Liqueur, Sauza Silver Tequila, Sour Mix",Cordials,Fruity,3,39,"DeKuyper Peachtree Schnapps Liqueur, DeKuyper Triple Sec Liqueur, Sauza Silver Tequila, Sour Mix",['clear'],['bbq'],"Warm summer days call for a perfectly refreshing cocktail. The Peach Margarita adds a punch of color and fruity flavor to the classic version. This easy-to-make recipe combines DeKuyper?? Peachtree?? with triple sec, sour mix and smooth Sauza?? Tequila to create an icy cold and refreshingly sweet flavored margarita recipe. Serve at your next party or with your favorite spicy foods.",NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
New England Apple Pie,https://www.thecocktailproject.com/drink-recipes/new-england-apple-pie,"DeKuyper Hot Damn! Cinnamon Schnapps Liqueur, DeKuyper Mixologist Collection Ginger Liqueur, DeKuyper Hot Damn! Cinnamon Schnapps Liqueur, DeKuyper Mixologist Collection Ginger Liqueur, Pinnacle Vanilla Vodka",Cordials,Sweet,3,43,"DeKuyper Hot Damn! Cinnamon Schnapps Liqueur, DeKuyper Mixologist Collection Ginger Liqueur, Pinnacle Vanilla Vodka",['red'],"['fall', 'holiday', 'thanksgiving']",,NA,NA,NA,NA,NA,NA,NA,cinnamon,cinnamon,nomint,nolime
Candy Apple,https://www.thecocktailproject.com/drink-recipes/candy-apple,"DeKuyper Pucker Sour Apple Schnapps, DeKuyper Peachtree Schnapps Liqueur, DeKuyper Pucker Sour Apple Schnapps, DeKuyper Peachtree Schnapps Liqueur, Cranberry Juice, Orange Wheel",Cordials,Sweet,3,39,"DeKuyper Pucker Sour Apple Schnapps, DeKuyper Peachtree Schnapps Liqueur, Cranberry Juice, Orange Wheel",['red'],"['birthday', 'ladies-night', 'fall', 'holiday', 'thanksgiving']",,NA,cranberry,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
